,bin,good,bad,inner_good_ratio,inner_bad_ratio,global_good_ratio,global_bad_ratio,woe,iv_bin,iv,age
0,0,101,332,0.23325635103926096,0.766743648960739,0.45089285714285715,0.5627118644067797,0.2215379670305038,0.02477215554461853,0.06190274049558255,0
1,1,87,173,0.3346153846153846,0.6653846153846154,0.38839285714285715,0.29322033898305083,-0.28109300920153013,0.02675232952282723,0.06190274049558255,0
2,2,16,28,0.36363636363636365,0.6363636363636364,0.07142857142857142,0.04745762711864407,-0.4088606971093025,0.009800777000925166,0.06190274049558255,0
3,3,20,57,0.2597402597402597,0.7402597402597403,0.08928571428571429,0.09661016949152543,0.07884250923583391,0.0005774784272116165,0.06190274049558255,0
4,0,32,50,0.3902439024390244,0.6097560975609756,0.5614035087719298,0.6097560975609756,0.08261912319871659,0.0039948484901390574,0.08805768763363608,1
5,1,19,21,0.475,0.525,0.3333333333333333,0.25609756097560976,-0.2635845208727204,0.020358154051145064,0.08805768763363608,1
6,2,3,2,0.6,0.4,0.05263157894736842,0.024390243902439025,-0.7691330875378672,0.021721345219297916,0.08805768763363608,1
7,3,3,9,0.25,0.75,0.05263157894736842,0.10975609756097561,0.7349443092384068,0.04198333987305405,0.08805768763363608,1
8,0,13,20,0.3939393939393939,0.6060606060606061,0.6842105263157895,0.7142857142857143,0.04301738508369086,0.0012937559423666424,0.22522541462383341,2
9,1,3,7,0.3,0.7,0.15789473684210525,0.25,0.45953232937844024,0.04232534612696161,0.22522541462383341,2
10,"3, 2",3,1,0.75,0.25,0.15789473684210525,0.03571428571428571,-1.486377819676873,0.18160631255450516,0.22522541462383341,2
